"","X","author","title","year","doi","filename","n_duplicates"
"127",11,"Kratschmer and Sophie; Pachinger and Baerbel; Schwantzer and Martina; Paredes and Daniel; Guzman and Gema; Gomez and Jose A.; Entrenas and Jose A.; Guernion and Muriel; Burel and Francoise; Nicolai and Annegret; Fertil and Albin; Popescu and Daniela; Macavei and Laura; Hoble and Adela; Bunea and Claudiu; Kriechbaum and Monika; Zaller and Johann G.; Winter and Silvia","Response of wild bee diversity, abundance, and functional traits to vineyard inter-row management intensity and landscape diversity across Europe",2019,"10.1002/ece3.5039","wos.csv",1
"128",12,"Gaudreault and Emma S.; Naujokaititis-Lewis and Ilona; Lapen and David R.; Sargent and Risa D.","Effects of neonicotinoid seed treatments on wild bee populations in soybean and corn fields in eastern Ontario",2022,"10.1111/afe.12530","wos.csv",1
"129",13,"Cavigliasso and Pablo; Phifer and Colin C.; Knowlton and Jessie L.; Licata and Julian A.; Flaspohler and David J.; Webster and Christopher R.; Chacoff and Natacha P.","Influence of landscape composition on wild bee communities: Effects of functional landscape heterogeneity",2022,"10.1016/j.agee.2022.108150","wos.csv",1
"130",14,"Bloom and Elias H.; Wood and Thomas J.; Hung and Keng-Lou James; Ternest and John J.; Ingwell and Laura L.; Goodell and Karen; Kaplan and Ian; Szendrei and Zsofia","Synergism between local- and landscape-level pesticides reduces wild bee floral visitation in pollinator-dependent crops",2021,"10.1111/1365-2664.13871","wos.csv",1
"131",15,"Shi and Xiaoyu; Axmacher and Jan Christoph; Chong and Hainan; Xiao and Haijun; Luo and Shudong; Xu and Huanli; Li and Wenbo; Zou and Yi","Effects of farmland consolidation in southern China on wild bee species composition, nesting location and body size variations",2022,"10.1111/afe.12500","wos.csv",1
"132",17,"Broussard and Melissa A.; Howlett and Brad G.; Evans and Lisa J.; McBrydie and Heather; Cutting and Brian T.; Read and Samantha F. J.; Pattemore and David E.","Pollinator identity and behavior affect pollination in kiwifruit (Actinidia chinensis Planch.)",2022,"10.7717/peerj.12963","wos.csv",1
"133",20,"Elzay and Sarah DePaolo; Baum and Kristen A.","Landscape characteristics predict body sizes in wild bees: implications for pollination services and foraging range",2021,"10.1007/s10841-021-00294-y","wos.csv",1
"134",21,"Griffiths-Lee and Janine; Davenport and Balin; Foster and Bradley; Nicholls and Elizabeth; Goulson and Dave","Sown wildflowers between vines increase beneficial insect abundance and richness in a British vineyard",2022,"10.1111/afe.12538","wos.csv",1
"135",22,"Foote and Gabriel G.; Runyon and Justin B.; Fettig and Christopher J.; Foote and Nathaniel E.; Ross and Darrell W.","Wild Bee Response to Application of the Douglas-fir Beetle Anti-Aggregation Pheromone, 3-Methylcyclohex-2-En-1-One",2021,"10.1093/jee/toab142","wos.csv",1
"136",23,"Casanelles-Abella and Joan; Keller and Alexander; Mueller and Stefanie; Aleixo and Cristiana; Alos-Orti and Marta; Chiron and Francois; Laanisto and Lauri; Myczko and Lukasz; Pinho and Pedro; Samson and Roeland; Tryjanowski and Piotr; Van Mensel and Anskje; Villarroya-Villalba and Lucia; Pellissier and Loic; Moretti and Marco","Wild bee larval food composition in five European cities",2022,"10.1002/ecy.3740","wos.csv",1
"137",24,"Yordanova and Monika; Evison and Sophie E. F.; Gill and Richard J.; Graystock and Peter","The threat of pesticide and disease co-exposure to managed and wild bee larvae",2022,"10.1016/j.ijppaw.2022.03.001","wos.csv",1
"138",26,"Piot and Niels; Eeraerts and Maxime; Pisman and Matti; Claus and Gregor; Meeus and Ivan; Smagghe and Guy","More is less: mass-flowering fruit tree crops dilute parasite transmission between bees",2021,"10.1016/j.ijpara.2021.02.002","wos.csv",1
"139",28,"HANSEN and RW; OSGOOD and EA","EFFECTS OF A SPLIT APPLICATION OF SEVIN-4-OIL ON POLLINATORS AND FRUIT-SET IN A SPRUCE FIR FOREST",1984,"10.4039/Ent116457-3","wos.csv",1
"140",30,"von Koenigsloew and Vivien; Fornoff and Felix; Klein and Alexandra-Maria","Pollinator enhancement in agriculture: comparing sown flower strips, hedges and sown hedge herb layers in apple orchards",2022,"10.1007/s10531-021-02338-w","wos.csv",1
"141",31,"Benedek, P","Structure and density of Lucerne pollinating wild bee populations as affected by changing agriculture",1997,"10.17660/ActaHortic.1997.437.44","wos.csv",1
"142",33,"Gruber and Bernd; Eckel and Katharina; Everaars and Jeroen; Dormann and Carsten F.","On managing the red mason bee (Osmia bicornis) in apple orchards",2011,"10.1007/s13592-011-0059-z","wos.csv",1
"143",34,"Klaus and Felix; Tscharntke and Teja; Bischoff and Gabriela; Grass and Ingo","Floral resource diversification promotes solitary bee reproduction and may offset insecticide effects - evidence from a semi-field experiment",2021,"10.1111/ele.13683","wos.csv",1
"144",35,"Niemuth and Neal D.; Wangler and Brian; LeBrun and Jaymi J.; Dewald and David; Larson and Scott; Schwagler and Todd; Bradbury and Curtis W.; Pritchert and Ronald D.; Iovanna and Rich","Conservation planning for pollinators in the US Great Plains: considerations of context, treatments, and scale",2021,"10.1002/ecs2.3556","wos.csv",1
"145",38,"LEACH and ML; ALSTON and DG; TEPEDINO and VJ","BEES AND BRAN BAIT - IS CARBARYL BRAN BAIT LETHAL TO ALFALFA LEAFCUTTING BEE (HYMENOPTERA, MEGACHILIDAE) ADULTS OR LARVAE",1994,"10.1093/jee/87.2.311","wos.csv",1
"146",39,"Rundlof and Maj; Stuligross and Clara; Lindh and Arvid; Malfi and Rosemary L.; Burns and Katherine; Mola and John M.; Cibotti and Staci; Williams and Neal M.","Flower plantings support wild bee reproduction and may also mitigate pesticide exposure effects",2022,"10.1111/1365-2664.14223","wos.csv",1
"147",41,"Kaur and Gurleen; Sharma and Rohit; Chaudhary and Ashun; Singh and Randeep","FACTORS AFFECTING IMMUNE RESPONSES IN HONEY BEES: AN INSIGHT",2021,"10.2478/JAS-2021-0012","wos.csv",1
"148",42,"Fountain and Michelle T.","Impacts of Wildflower Interventions on Beneficial Insects in Fruit Crops: A Review",2022,"10.3390/insects13030304","wos.csv",1
"149",43,"Begosh and Angela; Smith and Loren M.; McMurry and Scott T.","Major land use and vegetation influences on potential pollinator communities in the High Plains of Texas",2022,"10.1007/s10841-022-00380-9","wos.csv",1
"150",46,"Brasil and Sandara N. R.; Kelemen and Evan P.; Rehan and Sandra M.","Historic DNA uncovers genetic effects of climate change and landscape alteration in two wild bee species",2022,"10.1007/s10592-022-01488-w","wos.csv",1
"151",48,"Soares Pires and Carmen Silvia; Pereira and Fabie de Mello; do Rego Lopes and Maria Teresa; Ferreira Nocelli and Roberta Cornelio; Malaspina and Osmar; Pettis and Jeffery Stuart; Teixeira and Erica Weinstein","Weakness and collapse of bee colonies in Brazil: are there cases of CCD?",2016,"10.1590/S0100-204X2016000500003","wos.csv",1
"152",49,"Robinson and Anthony C.; Peeler and Jamie L.; Prestby and Tim; Goslee and Sarah C.; Anton and Kate; Grozinger and Christina M.","Beescape: Characterizing user needs for environmental decision support in beekeeping",2021,"10.1016/j.ecoinf.2021.101366","wos.csv",1
"153",50,"Hladik and Michelle L.; Kraus and Johanna M.; Smith and Cassandra D.; Vandever and Mark; Kolpin and Dana W.; Givens and Carrie E.; Smalling and Kelly L.","Wild Bee Exposure to Pesticides in Conservation Grasslands Increases along an Agricultural Gradient: A Tale of Two Sample Types",2022,"10.1021/acs.est.2c07195","wos.csv",1
"154",51,"Jiang and Shanshan; Li and Hui; He and Limei; Wu and Kongming","Population Fitness of Eupeodes corollae Fabricius (Diptera: Syrphidae) Feeding on Different Species of Aphids",2022,"10.3390/insects13060494","wos.csv",1
"155",53,"Grass and Ingo; Albrecht and Joerg; Farwig and Nina; Jauker and Frank","Plant traits and landscape simplification drive intraspecific trait diversity of Bombus terrestris in wildflower plantings",2021,"10.1016/j.baae.2021.10.002","wos.csv",1
"156",54,"Zhao and Huiyue; Mashilingi and Shibonage K.; Liu and Yanjie; An and Jiandong","Factors Influencing the Reproductive Ability of Male Bees: Current Knowledge and Further Directions",2021,"10.3390/insects12060529","wos.csv",1
"157",56,"Munoz and Alejandra E.; Amouroux and Paul; Zaviezo and Tania","Native flowering shrubs promote beneficial insects in avocado orchards",2021,"10.1111/afe.12447","wos.csv",1
"158",57,"ESTESEN and BJ; BUCK and NA; WALLER and GD; TAYLOR and KS; MAMOOD, A","RESIDUAL LIFE AND TOXICITY TO HONEY-BEES (HYMENOPTERA, APIDAE) OF SELECTED INSECTICIDES APPLIED TO COTTON IN ARIZONA",1992,"10.1093/jee/85.3.700","wos.csv",1
"159",61,"RICHARDS and KW","NON-APIS BEES AS CROP POLLINATORS",1993,"10.5962/bhl.part.79885","wos.csv",1
"160",66,"Giannini and Tereza Cristina; Alves and Denise Araujo; Alves and Ronnie; Cordeiro and Guaraci Duran; Campbell and Alistair John; Awade and Marcelo; Bento and Jose Mauricio Simoes; Saraiva and Antonio Mauro; Imperatriz-Fonseca and Vera Lucia","Unveiling the contribution of bee pollinators to Brazilian crops with implications for bee management",2020,"10.1007/s13592-019-00727-3","wos.csv",1
"161",67,"Egan and Paul A.; Dicks and Lynn, V; Hokkanen and Heikki M. T.; Stenberg and Johan A.","Delivering Integrated Pest and Pollinator Management (IPPM)",2020,"10.1016/j.tplants.2020.01.006","wos.csv",1
"162",68,"Howlett, B. G.","Hybrid carrot seed crop pollination by the fly Calliphora vicina (Diptera: Calliphoridae)",2012,"10.1111/j.1439-0418.2011.01665.x","wos.csv",1
"163",69,"Main and Anson R.; Webb and Elisabeth B.; Goyne and Keith W.; Mengel and Doreen","Reduced species richness of native bees in field margins associated with neonicotinoid concentrations in non-target soils",2020,"10.1016/j.agee.2019.106693","wos.csv",1
"164",70,"Martin and Gabrielle; Fontaine and Colin; Accatino and Francesco; Porcher and Emmanuelle","New indices for rapid assessment of pollination services based on crop yield data: France as a case study",2019,"10.1016/j.ecolind.2019.01.022","wos.csv",1
"165",71,"Smith and Jordan P.; Heard and Tim A.; Beekman and Madeleine; Gloag and Ros","Flight range of the Australian stingless bee Tetragonula carbonaria (Hymenoptera: Apidae)",2017,"10.1111/aen.12206","wos.csv",1
"166",72,"Hinson and Eloise M.; Duncan and Michael; Lim and Julianne; Arundel and Jonathan; Oldroyd and Benjamin P.","The density of feral honey bee (Apis mellifera) colonies in South East Australia is greater in undisturbed than in disturbed habitats",2015,"10.1007/s13592-014-0334-x","wos.csv",1
"167",73,"Popak and Allan E.; Markwith and Scott H.","Economic Valuation of Bee Pollination Services for Passion Fruit (Malpighiales: Passifloraceae) Cultivation on Smallholding Farms in Sao Paulo, Brazil, Using the Avoided Cost Method",2019,"10.1093/jee/toz169","wos.csv",1
"168",74,"MACKENZIE and KE; WINSTON and ML","DIVERSITY AND ABUNDANCE OF NATIVE BEE POLLINATORS ON BERRY CROPS AND NATURAL VEGETATION IN THE LOWER FRASER VALLEY, BRITISH-COLUMBIA",1984,"10.4039/Ent116965-7","wos.csv",1
"169",78,"Egerer and Monika; Cecala and Jacob M.; Cohen and Hamutahl","Wild Bee Conservation within Urban Gardens and Nurseries: Effects of Local and Landscape Management",2020,"10.3390/su12010293","wos.csv",1
"170",79,"Tamburini and Giovanni; Bommarco and Riccardo; Kleijn and David; van der Putten and Wim H.; Marini and Lorenzo","Pollination contribution to crop yield is often context-dependent: A review of experimental evidence",2019,"10.1016/j.agee.2019.04.022","wos.csv",1
"171",81,"WOOD and GW","RECUPERATION OF NATIVE BEE (HYMENOPTERA, ANDRENIDAE, APIDAE, HALICTIDAE) POPULATIONS IN BLUEBERRY FIELDS EXPOSED TO DRIFT OF FENITROTHION FROM FOREST SPRAY OPERATIONS IN NEW-BRUNSWICK",1979,"10.1093/jee/72.1.36","wos.csv",1
"172",82,"TORCHIO and PF","OSMIA-RIBIFLORIS, A NATIVE BEE SPECIES DEVELOPED AS A COMMERCIALLY MANAGED POLLINATOR OF HIGHBUSH BLUEBERRY (HYMENOPTERA, MEGACHILIDAE)",1990,NA,"wos.csv",1
"173",86,"Palma and Gerardo; Quezada-Euan and Jose Javier; Meltndez-Ramirez and Virginia; Irigoyen and Javier; Valdovinos-Nuez and Gustavo R.; Rejn and Manuel","Comparative efficiency of Nannotrigona perilampoides, Bombus impatiens (Hymenoptera : Apoidea), and mechanical vibration on fruit production of enclosed habanero pepper",2008,"10.1603/0022-0493(2008)101[132:CEONPB]2.0.CO;2","wos.csv",1
"174",87,"Klein and Alexandra-Maria; Brittain and Claire; Hendrix and Stephen D.; Thorp and Robbin; Williams and Neal; Kremen and Claire","Wild pollination services to California almond rely on semi-natural habitat",2012,"10.1111/j.1365-2664.2012.02144.x","wos.csv",1
"175",88,"STONE and GN; WILLMER and PG","POLLINATION OF CARDAMOM IN PAPUA-NEW-GUINEA",1989,"10.1080/00218839.1989.11101189","wos.csv",1
"176",89,"Grab and Heather; Poveda and Katja; Danforth and Bryan; Loeb and Greg","Landscape context shifts the balance of costs and benefits from wildflower borders on multiple ecosystem services",2018,"10.1098/rspb.2018.1102","wos.csv",1
"177",92,"Stuligross and Clara; Williams and Neal M.","Pesticide and resource stressors additively impair wild bee reproduction",2020,"10.1098/rspb.2020.1390","wos.csv",1
"178",94,"Scott-Dupree, C. D.; Conroy, L.; Harris, C. R.","Impact of Currently Used or Potentially Useful Insecticides for Canola Agroecosystems on Bombus impatiens (Hymenoptera: Apidae), Megachile rotundata (Hymentoptera: Megachilidae), and Osmia lignaria (Hymenoptera: Megachilidae)",2009,"10.1603/029.102.0125","wos.csv",1
"179",96,"Cane and James H.; Tepedino and Vincent J.","Gauging the Effect of Honey Bee Pollen Collection on Native Bee Communities",2017,"10.1111/conl.12263","wos.csv",1
"180",98,"Koch and Hauke; Brown and Mark J. F.; Stevenson and Philip C.","The role of disease in bee foraging ecology",2017,"10.1016/j.cois.2017.05.008","wos.csv",1
"181",99,"Liere and Heidi; Jha and Shalene; Philpott and Stacy M.","Intersection between biodiversity conservation, agroecology, and ecosystem services",2017,"10.1080/21683565.2017.1330796","wos.csv",1
"182",100,"Woodard, S. Hollis; Jha and Shalene","Wild bee nutritional ecology: predicting pollinator population dynamics, movement, and services from floral resources",2017,"10.1016/j.cois.2017.05.011","wos.csv",1
"183",101,"Brito and Pedro; Elias and Marcos; Silva-Neto and Carlos; Sujii and Edison; Silva and Daniela; Goncalves and Bruno; Franceschinelli and Edivani","The effects of field-realistic doses of imidacloprid onMelipona quadrifasciata(Apidae:Meliponini) workers",2020,"10.1007/s11356-020-08530-9","wos.csv",1
"184",102,"Torres-Ruiz and Alfonso; Wallace Jones and Robert; Ayala Barajas and Ricardo","Present and Potential Use of Bees as Managed Pollinators in Mexico",2013,"10.3958/059.038.0102","wos.csv",1
"185",103,"Russell, K. N.; Russell, G. J.; Kaplan, K. L.; Mian, S.; Kornbluth, S.","Increasing the conservation value of powerline corridors for wild bees through vegetation management: an experimental approach",2018,"10.1007/s10531-018-1552-8","wos.csv",1
"186",104,"Rowe and Logan; Gibson and Daniel; Landis and Douglas; Gibbs and Jason; Isaacs and Rufus","A Comparison of Drought-Tolerant Prairie Plants to Support Managed and Wild Bees in Conservation Programs",2018,"10.1093/ee/nvy091","wos.csv",1
"187",105,"Tan and Ken; Chen and Weiwen; Dong and Shihao; Liu and Xiwen; Wang and Yuchong; Nieh and James C.","A neonicotinoid impairs olfactory learning in Asian honey bees (Apis cerana) exposed as larvae or as adults",2015,"10.1038/srep10989","wos.csv",1
"188",107,"Pritts and MP","Impacts of cultivation practices on pollination of Vaccinium",1997,"10.17660/ActaHortic.1997.446.12","wos.csv",1
"189",112,"Kovacs-Hostyanszki and Aniko; Espindola and Anahi; Vanbergen and Adam J.; Settele and Josef; Kremen and Claire; Dicks and Lynn V.","Ecological intensification to mitigate impacts of conventional intensive land use on pollinators and pollination",2017,"10.1111/ele.12762","wos.csv",1
"190",113,"Tucker and Sara K.; Ginsberg and Howard S.; Alm and Steven R.","Effect of Corolla Slitting and Nectar Robbery by the Eastern Carpenter Bee (Hymenoptera: Apidae) on Fruit Quality of Vaccinium corymbosum L. (Ericales: Ericaceae)",2019,"10.1093/ee/nvz055","wos.csv",1
"191",114,"Gross and Caroline L.; Whitehead and Joshua D.; de Souza and Camila Silveira; Mackay and David","Unsuccessful introduced biocontrol agents can act as pollinators of invasive weeds: Bitou Bush (Chrysanthemoides monilifera ssp rotundata) as an example",2017,"10.1002/ece3.3441","wos.csv",1
"192",116,"Camp and Allison A.; Batres and Michael A.; Williams and Wanda C.; Koethe and Robert W.; Stoner and Kimberly A.; Lehmann and David M.","Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development",2020,"10.1002/etc.4886","wos.csv",1
"193",117,"Brittain, C. A.; Vighi, M.; Bommarco, R.; Settele, J.; Potts, S. G.","Impacts of a pesticide on pollinator species richness at different spatial scales",2010,"10.1016/j.baae.2009.11.007","wos.csv",1
"194",118,"Blaix, C.; Moonen, A. C.; Dostatny, D. F.; Izquierdo, J.; Le Corff, J.; Morrison, J.; Von Redwitz, C.; Schumacher, M.; Westerman, P. R.","Quantification of regulating ecosystem services provided by weeds in annual cropping systems using a systematic map approach",2018,"10.1111/wre.12303","wos.csv",1
"195",119,"Happe and Anne-Kathrin; Riesch and Friederike; Roesch and Verena; Galle and Robert; Tscharntke and Teja; Batary and Peter","Small-scale agricultural landscapes and organic management support wild bee communities of cereal field boundaries",2018,"10.1016/j.agee.2017.11.019","wos.csv",1
"196",120,"Tome and Hudson Vaner V.; Barbosa and Wagner F.; Correa and Alberto S.; Gontijo and Lessando M.; Martins and Gustavo F.; Guedes and Raul Narciso C.","Reduced-risk insecticides in Neotropical stingless bee species: impact on survival and activity",2015,"10.1111/aab.12217","wos.csv",1
"197",121,"Tian and Tian; Piot and Niels; Meeus and Ivan; Smagghe and Guy","Infection with the multi-host micro-parasite Apicystis bombi (Apicomplexa: Neogregarinorida) decreases survival of the solitary bee Osmia bicornis",2018,"10.1016/j.jip.2018.09.005","wos.csv",1
"198",122,"Kevan and PG","Pollinators as bioindicators of the state of the environment: species, activity and diversity",1999,"10.1016/S0167-8809(99)00044-4","wos.csv",1
"199",123,"Nooten and Sabine S.; Odanaka and Katherine A.; Rehan and Sandra M.","Effects of Farmland and Seasonal Phenology on Wild Bees in Blueberry Orchards",2020,"10.1656/045.027.0420","wos.csv",1
"200",124,"Czerwinski and Mitchell Andrew; Sadd and Ben Michael","Detrimental interactions of neonicotinoid pesticide exposure and bumblebee immunity",2017,"10.1002/jez.2087","wos.csv",1
"201",125,"Sajjad and Asif; Ali and Mudssar; Saeed and Shafqat; Bashir and Muhammad Amjad; Ali and Intazar; Khan and Khalid Ali; Ghramh and Hamed A.; Ansari and Mohammad Javed","Yearlong association of insect pollinator, Pseudapis oxybeloides with flowering plants: Planted forest vs. agricultural landscape",2019,"10.1016/j.sjbs.2018.02.019","wos.csv",1
"202",126,"Danner and Nadja; Haertel and Stephan; Steffan-Dewenter and Ingolf","Maize pollen foraging by honey bees in relation to crop area and landscape context",2014,"10.1016/j.baae.2014.08.010","wos.csv",1
"203",127,"Grab and Heather; Brokaw and Julia; Anderson and Elisabeth; Gedlinske and Lauren; Gibbs and Jason; Wilson and Julianna; Loeb and Greg; Isaacs and Rufus; Poveda and Katja","Habitat enhancements rescue bee body size from the negative effects of landscape simplification",2019,"10.1111/1365-2664.13456","wos.csv",1
"204",129,"Yu and Dong Su; Kwon and Oh-Chang; Honggie and Kim?; Kim and Jeong Kyu","Nationwide Spatiotemporal Distribution of Some Selected Aculeata (Hymenoptera) in South Korea, based on Materials Collected with Malaise Trap in 2017 and 2018",2019,"10.13047/KJEE.2019.33.6.654","wos.csv",1
"205",130,"Sidhu, C. Sheena; Joshi and Neelendra K.","Establishing Wildflower Pollinator Habitats in Agricultural Farmland to Provide Multiple Ecosystem Services",2016,"10.3389/fpls.2016.00363","wos.csv",1
"206",131,"Minarro and Marcos; Prida and Eduardo","Hedgerows surrounding organic apple orchards in north-west Spain: potential to conserve beneficial insects",2013,"10.1111/afe.12025","wos.csv",1
"207",132,"Ravaiano and Samira Veiga; Barbosa and Wagner Faria; Ventura Tome and Hudson Vaner; de Oliveira Campos and Ludo Antonio; Martins and Gustavo Ferreira","Acute and oral exposure to imidacloprid does not affect the number of circulating hemocytes in the stingless bee Melipona quadrifasciata post immune challenge",2018,"10.1016/j.pestbp.2018.08.002","wos.csv",1
"208",133,"James, R. R.; McGuire, M. R.; Leland, J. E.","Susceptibility of Adult Alfalfa Leafcutting Bees and Honey Bees to a Microbial Control Agent, Beauveria bassiana",2012,"10.3958/059.037.0102","wos.csv",1
"209",137,"Ponisio and Lauren C.; M'Gonigle and Leithen K.; Kremen and Claire","On-farm habitat restoration counters biotic homogenization in intensively managed agriculture",2016,"10.1111/gcb.13117","wos.csv",1
"210",138,"Le Feon and Violette; Schermann-Legionnet and Agnes; Delettre and Yannick; Aviron and Stephanie; Billeter and Regula; Bugter and Rob; Hendrickx and Frederik; Burel and Francoise","Intensification of agriculture, landscape composition and wild bee communities: A large scale study in four European countries",2010,"10.1016/j.agee.2010.01.015","wos.csv",1
"211",139,"Saunders and Manu E.; Luck and Gary W.","Interaction effects between local flower richness and distance to natural woodland on pest and beneficial insects in apple orchards",2018,"10.1111/afe.12258","wos.csv",1
"212",140,"Hodgkiss and Dylan; Brown and Mark J. F.; Fountain and Michelle T.","The effect of within-crop floral resources on pollination, aphid control and fruit quality in commercial strawberry",2019,"10.1016/j.agee.2019.02.006","wos.csv",1
"213",142,"VESELY, V; PEROUTKA, M","AN EVALUATION OF THE RADICAL METHOD OF THE VARROA DISEASE",1984,"10.1051/apido:19840402","wos.csv",1
"214",144,"JOHANSEN and CA; MAYER and DF; EVES and JD; KIOUS and CW","PESTICIDES AND BEES",1983,"10.1093/ee/12.5.1513","wos.csv",1
"215",145,"Nocelli, R. C. F.; Soares, S. M. M.; Monquero, P. A.","EFFECTS OF HERBICIDES ON THE SURVIVAL OF THE BRAZILIAN NATIVE BEE Melipona scutellaris LATREILLE, 1811 (HYMENOPTERA: APIDAE)",2019,"10.1590/S0100-83582019370100156","wos.csv",1
"216",147,"PANKIW, T; JAY and SC","AERIALLY APPLIED ULTRA-LOW-VOLUME MALATHION EFFECTS ON COLONIES OF HONEY-BEES (HYMENOPTERA, APIDAE)",1992,"10.1093/jee/85.3.692","wos.csv",1
"217",148,"Malerbo-Souza and DT; Nogueira-Couto and RH","Efficiency of n-octyl-acetate, 2-heptanone and citronellal in repelling bees from Basil (Ocimum sellowii Labiatae)",2004,"10.1590/S1516-89132004000100016","wos.csv",1
"218",149,"Fournier and Alice; Rollin and Orianne; Le Feon and Violette; Decourtye and Axel; Henry and Mickael","Crop-Emptying Rate and the Design of Pesticide Risk Assessment Schemes in the Honey Bee and Wild Bees (Hymenoptera: Apidae)",2014,"10.1603/EC13087","wos.csv",1
"219",150,"Adhikari and Subodh; Burkle and Laura A.; O'Neill and Kevin; Weaver and David K.; Delphia and Casey M.; Menalled and Fabian","Dryland Organic Farming Partially Offsets Negative Effects of Highly Simplified Agricultural Landscapes on Forbs, Bees, and Bee-Flower Networks",2019,"10.1093/ee/nvz056","wos.csv",1
